adm0_name,iso3,X,Y,published,sources,info,optional1,optional2,optional3,ObjectId
South Georgia and the South Sandwich Islands,SGS,-36.678835,-54.378486,,,,,,,99
South Sudan,SSD,30.326187,7.290839,14.07.2020,"[https://ss.usembassy.gov/covid-19-information/]
[https://www.gov.uk/foreign-travel-advice/south-sudan]
UNHAS","*****Internation Restrictions:
There are no routine commercial flights in to or out of South Sudan. South Sudan has reopened its land borders but in effect they remain closed due to restrictions in place from neighbouring countries. To enter South Sudan, you must have a certificate showing you are free from coronavirus, issued no more than 48 hours ahead of your journey, and endorsed by a reputable medical provider. You will also need prior permission to enter the country from the National Taskforce.

Public health requirements for humanitarian flighs [https://humanitarianbooking.wfp.org/en/wfp-aviation/]

*****Internal restrictions: 
An official government curfew is in force across South Sudan from 10pm to 6am. There are also some restrictions on public transport and inter-state movements. Passengers are required to wear face masks. Hotels are open to the public. Shops, restaurants and businesses are open but subject to strict social distancing, which is not consistently observed. Public rallies are not allowed, schools are closed, and public gatherings for funerals are limited to a maximum of 50 people.",20200714,"Upon arrival to Juba all inbound passengers will have to observe mandatory 14 days self-quarantine in their own residence/hotel and as arranged by each Agency, regardless of COVID-19 certificate/test they have.","COVID-19 negative certification required for entering the country. 

To enter South Sudan, you must have a certificate showing you are free from coronavirus, issued no more than 48 hours ahead of your journey, and endorsed by a reputable medical provider. ",100
Sovereignty unsettled,xxx,35.17027,31.739991,,,,,,,101
Spain,ESP,-3.553995,40.392124,15.07.2020,"[https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening]
[https://es.usembassy.gov/covid-19-information/]
[https://www.gov.uk/foreign-travel-advice/spain]","Galicia (Lugo) and Catalonia (Segria) authorities impose restrictions following COVID-19 outbreaks (Reuters, 05.07.2020), 
The Spanish government is planning to reopen its borders with Morocco on Wednesday 1 July. (Morocco World News, 29.06.2020). International high-speed train service between Spain and France will resume with two daily frequencies in both directions from 1 July. (Travel Daily News, 25.06.2020). 

*****International restrictions: 
**From the EU: Land borders are open. As of 21 June, Spain has opened borders without quarantine requirements and travel restrictions for residents in the European Union, countries that are parties to the Schengen Agreement, Andorra, Monaco, The Vatican City and San Marino. From 1 July, if you fly to Spain from other countries, it is mandatory to fill out and sign the Health Control Form associated with your trip, regardless of your nationality, age or any other consideration. This form must be completed by each of the passengers who will be responsible for ensuring that the information provided is true and accurate. In the event that the passenger is a minor or a dependent/disabled person, the form can be filled in by their tutor, who will be responsible for the veracity of the information provided.
**Transit: Passengers transiting the country with symptoms compatible with COVID-19 will be submitted to health controls.
**From Third Countries: The European Union has lifted its internal border controls within the Schengen area and has issued a recommendation for authorising entry for citizens of non-EU countries, which each country will apply according to the reciprocity principle. Following these criteria, Spain permits entry to citizens of the following countries, from 4 July: Algeria, Australia, Canada, China, Georgia, Japan, Montenegro, Morocco, New Zealand, Rwanda, Serbia, South Korea, Thailand, Tunisia, and Uruguay. The reciprocity principle is maintained for citizens of Algeria, China, and Morocco.

*****Internal restrictions:
There are movement restrictions in Galicia and Segria county of Catalonia. The State of Emergency (“Estado de Alarma”), declared on 14 March in response to the coronavirus outbreak, ended on 21 June. Spain has now entered the ‘new normal’ phase of its de-escalation strategy.Restrictions on movement throughout the country have been lifted and travel between regions is permitted. A small number of local outbreaks of COVID-19 have been identified in Spain since the end of the State of Alarm. Consult the Ministry of Health map for information on their locations [https://cnecovid.isciii.es/covid19/]. Social distancing measures and other safety precautions should continue to be observed at all times. On 21 June, Spain entered the ‘new normal’ phase, which concludes the progressive 4-phase de-escalation plan and sees the return of cross-regional mobility. Protective protocols and safety measures remain in place and you should observe the guidelines set out by the Spanish Government at all times. You should also refer to regional authorities for any additional local measures where you are as this may vary from one region to the next. Key ‘new normal’ measures include: social distancing of 1.5-metres. obligatory use of face masks in public spaces (see ‘Use of facemasks’). track and trace – all shops, businesses and transport companies are obliged to keep passengers’ contact information (where provided) for up to 4 weeks for tracking and tracing purposes. abiding by any safety measures put in place by establishments such as hotels, bars, shops and restaurants to reduce the risk of COVID-19. capacity restrictions in place at beaches such as the delineation of plots and the use of booking systems. You should refer to local authorities for information on the measures in place. if visitors test positive or develop symptoms during their stay in Spain, they may be moved to specific designated accommodation to prevent further spread. wash your hands frequently and thoroughly and use hand sanitizer gel where soap and water is not available.
In general, the use of face masks is obligatory to anyone over the age of 6 years old in all public spaces in Spain, where it is not possible to maintain social distancing of 1.5 metres. However, the rules around the use of face masks may vary from one region to the next, and in some parts of Spain may be mandatory even when social distancing is observed. You should refer to local authorities for information on face mask requirements where you are. Face masks must cover the nose and mouth. Penalties may be imposed if you do not comply. Those with respiratory problems or those unable to wear a mask due to other health conditions or disabilities are exempt from this rule. More details are available from the Ministry for Health (in Spanish) [https://www.boe.es/boe/dias/2020/05/20/pdfs/BOE-A-2020-5142.pdf]. While not mandatory, the use of face masks on children between 3 and 5 years of age is recommended.
",20200715,There is no mandatory quarantine.,COVID-19 negative certification not required / not known. ,102
Spratly Islands,xSI,114.284872,11.052405,,,,,,,103
Sri Lanka,LKA,80.702028,7.610407,09.07.2020,"[https://www.gov.uk/foreign-travel-advice/indonesia/staying-during-coronavirus]
[https://lk.usembassy.gov/covid-19-information/]
[https://www.osac.gov/Content/Report/81062d37-aa5a-41a4-9027-19068bca8d13]","The reopening of Colombo Airport is delayed indefinitely, after repatriation flights suspended due to a spike in infections  (TTG Asia,, 14.07.2020).

*****International Restrictions
Commercial airlines are operating from Sri Lanka. Entry to Sri Lanka is currently prohibited for all non-nationals and residents. Cruise ship passengers will not be allowed to disembark in the country, including for temporary shore visits. Transit via Sri Lanka is permitted, as long as the connecting flight is within 10 hours of arrival. Travellers should check with their airline on the transit times. There are limited airside refreshment facilities available due to COVID-19 restrictions. 14 day quarantine is mandatory for all those travelling into Sri Lanka, followed by 14 days self-isolation at home. Those entering must undergo temperature checks at the airport. All entrants must now take a PCR test.


*****Internal restrictions: 
The government has removed curfew measures. However, travel restrictions may be in place and public transport may be limited. Social distancing instructions remain in force everywhere. The police say anyone breaking social distancing or failing to wear a face mask in public places will be subject to mandatory 14-day quarantine. Many hotels and guest-houses are now open, but some remain closed. Social distancing and other public health measures (such as temperature checks) may be in place.Many restaurants, cafés and public places have reopened, but you should expect some reduced services and social distancing measures to be in place
",20200709,"14 day quarantine is mandatory for all those travelling into Sri Lanka, followed by 14 days self-isolation at home.","COVID-19 negative certification subject to special conditions. 

All entrants must now take a PCR test.
",104
Sudan,SDN,29.957256,16.026819,14.07.2020,"[UNHAS: Sources]
[https://www.gov.uk/foreign-travel-advice/sudan]
[https://www.osac.gov/Content/Report/69492027-078b-4ca6-9f43-18d5aad35ea5]
[https://sd.usembassy.gov/covid-19-information/]","Authorities partially open Khartoum international airport to flights from Egypt, Turkey and UAE (Reuters, 09.07.2020). Government extends coronavirus lockdown in Khartoum state until 7 July (Reuters, 28.06.2020). 

*****International restrictions:
Monday, July 13, 2020, the Government of Sudan has partially re-opened Khartoum International Airport to international flights. As of July 13, 2020, Sudan has authorized limited international flights to/from Egypt, Turkey, and the United Arab Emirates. All domestic flights continue to be suspended. Authorities closed all airports, ports and land crossings, declaring a public health emergency. Humanitarian (although UNHAS operations are restricted), commercial and technical support shipments are excluded from the restrictions. All travellers entering Sudan are required to complete a medical form upon their arrival. All ports and land borders have been closed indefinitely. Airports are closed until further notice. Sudanese nationals may be repatriated; authorities have not clarified how. All arrivals must provide details of their original place of travel, transit and final destination, including the address of self-isolation and their contact details. The Sudanese Civil Aviation authorities require that you undergo a temperature check before entering the airport. Some airlines have strict rules on face coverings and gloves before you may board.

Public health requirements for humanitarian flighs [https://humanitarianbooking.wfp.org/en/wfp-aviation/]

*****Internal restrictions: 
Internal flights and all bus services between States have been suspended until further notice. The Sudanese authorities have imposed curfews throughout the country, enforced by the police and armed forces. You should check and observe the curfew times and conditions for the state in which you are located. An Emergency Order has been signed permitting police and armed forces to fine and imprison people who break curfew. In Khartoum State this means that: curfew hours are from 6pm to 5am; public and private events, including weddings, parties and other gatherings are banned; the bridges across the Nile are closed during curfew hours; universities, schools and kindergartens will remain closed; some public departments and institutions will begin a gradual return to work in line with health precautions. Core institutions including security agencies, hospitals and pharmacies, remain operational private companies, shops and stores may begin a gradual return to work in line with health precautions. Bakeries, supermarkets and haulage companies remain operational. The Sudanese authorities are strict in enforcing restrictions on movement within Khartoum state. You should comply with all local restrictions introduced by the Sudanese authorities. Some hotels remain open but may offer limited services. The majority of cafes and restaurants are closed as a result of the curfew. Many markets continue to operate during the break in the curfew for shopping. Mosques and other places of worship may be open to the public with social distancing and other preventive measures in place.


",20200714,"For suspected cases, the Ministry of Health has established isolation centers at the Khartoum Teaching Hospital and at the Jebra Trauma Center. WFP staff are subject to staff a mandatory quarantine upon arrival for 14 days.",COVID-19 negative certification not required / not known,105
Suriname,SUR,-55.905196,4.1356,08.06.2020,"[https://www.osac.gov/Content/Report/feb64421-b9e6-477b-9a97-18e1807ac1d7]
[https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening]
[https://sr.usembassy.gov/covid-19-information/]","*****Inbound restrictions:
Suriname’s airspace, ports, and borders remain closed until at least 31 May. All scheduled international flights to and from Suriname are suspended, and land and ferry border crossings closed. Provisions have been made for cargo flights between Suriname and the Netherlands. 

*****Outbound restrictions:
All scheduled international flights to and from Suriname are suspended, and land and ferry border crossings closed. Travellers recommended to contact their embassies. 

*****Conditions and internal restrictions:
Suriname has announced that it is instituting a “total” lockdown that will last from 1800 on Thursday, June 4, until 0600 hours on Friday, June 12. This means that all residents of the country should stay at home except for short trips for essential needs. Grocery stores, small vegetable stands, bakeries, butchers, pharmacies, and gas stations as well as restaurant carry-out are authorized to operate between 0800 and 1700 each day. The government will restrict the number of people gathered in one location to five and restrict the number of people in a private motor vehicle to two and in a taxi to two passengers. The Government of Suriname reminds everyone to wear a face covering when in public. ",20200608,The Government of Suriname has announced that residents returning to Suriname on future repatriation flights will be placed under 14-day quarantine upon arrival.,COVID-19 negative certification not required / not known,106
Svalbard and Jan Mayen Islands,SJM,13.378671,78.825308,,,,,,,107
Sweden,SWE,14.377534,60.601031,15.07.2020,"[https://www.gov.uk/foreign-travel-advice/sweden/entry-requirements]
[https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening]
[https://se.usembassy.gov/covid-19-coronavirus-information/]","German authorities lift quarantine requirement for Swedish travelers (The Local, 14.07.2020)                                                                                                                                                                                                  Sweden's foreign ministry will lift travel warnings against non-essential travel to Germany, Poland and Andorra from July 15th, but reintroduce them for Switzerland (The Local 15.07.2020)

*****International restrictions:
Commercial flights to and from Sweden remain very limited.
**From the EU:Borders are open for citizens coming from the EEA countries, Switzerland and the United Kingdom.
**Transit: Transit is possible.
**Third Country Nationals: Apart from citizens from EEA, United Kingdom and Switzerland, also citizens residing in 14 selected countries are allowed to enter Sweden. The list of countries is evaluated on a regular basis and will be updated every other week. Current countries of exemption: Algeria, Australia, Georgia, Japan, Canada, Morocco, Montenegro, New Zealand, Rwanda, Serbia, South Korea, Thailand, Tunisia and Uruguay.
Citizens of other countries who have particularly urgent needs or who are to carry out essential functions in Sweden can also still be allowed entry. The latest change even includes exemption for students and highly skilled professionals, amongst others. For more information, please see https://polisen.se

*****Internal restrictions:
Movement throughout the country is allowed. The Swedish government has announced that individuals without symptoms are allowed to travel domestically, but are urged to continue to follow the Public Health Agency’s advice and restrictions related to coronavirus. People over 70 are advised to stay close to home and to limit contact with other people as far as possible. The Swedish Public Health Agency advices that it is important for everyone to maintain physical distance from other people, both while travelling and at the destination. Public transport is in operation, but frequency and capacity may be limited. Face masks are not required in public areas. Swedish authorities have banned public gatherings of more than 50 people as well as visits to elderly care homes. The government encourages working from home. Accommodation remains open in Sweden. General advice and recommendations regarding minimising the spread of infection apply.",20200715,"In Sweden, most preventative measures don’t involve involuntary quarantine.  Instead, individuals are expected to act responsibly and follow the given recommendations, including immediately seeking out medical assistance if signs of infection appear.",COVID-19 negative certification not required / not known,108
Switzerland,CHE,8.223234,46.9685,15.07.2020,"[https://www.gov.uk/foreign-travel-advice/switzerland/staying-during-coronavirus]
[https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening]
[https://ch.usembassy.gov/covid-19-info/]","*****International restrictions:
**From the EU: Controls at all land and air borders between Schengen states and Switzerland are lifted. However, from 6 July, travellers entering Switzerland from certain countries or regions will have to go into quarantine for 10 days (e.g. Sweden). The Federal Office of Public Health keeps a list of countries concerned, which is updated regularly (available in German, French and Italian). Please see [https://www.bag.admin.ch].
Travellers affected willl be notified during the flight, on board coaches and at border crossings. They will have to register with the cantonal authorities on arrival. Airline and travel companies will be instructed not to transport sick passengers.
For updated information, also see the State Secretariat for Migration (SEM) FAQs [https://www.sem.admin.ch/sem/en/home/aktuell/aktuell/faq-einreiseverweigerung.html].
**Transit: It is possible to stop over at one of the Swiss airports, as long as you do not leave the transit zone of the airport and you can prove that you can continue your journey to your destination country. If you are unable to board your flight and are stuck in an international transit area of an airport, contact the local border control authorities directly. For updated information, also see the State Secretariat for Migration (SEM) FAQs  [https://www.sem.admin.ch/sem/en/home/aktuell/aktuell/faq-einreiseverweigerung.html].
**Third Country Nationals: Entry restrictions are expected to be lifted for an intial group of third countries from 20 July, following the EU council recommendations. It concerns: Algeria, Australia, Canada, Georgia, Japan, Morocco, New Zealand, Rwanda, South Korea, Thailand, Tunesia, and Urugay, and the EU states outside the Schengen area (Bulgaria, Ireland, Croatia, Romania, and Cyprus). China is also expected to be removed from the list in line with the EU recommendations, provided it guarantees reciprocial rights of entry to people travelling from Switzerland. For the time being, Serbia will remain on the high risk list after 20 July, with entry into Switzerland being restricted.

*****Internal restrictions:
Movement throughout the country is allowed. The Swiss government have now ended their “extraordinary situation” in response to coronavirus (COVID-19), but some measures remain in place. All contact with other individuals should be at a distance of at least 1.5 metres. Wearing a face mask is compulsory when travelling on public transport. Failure to do so is punishable by a fine. Children under the age of 12 are exempt from this requirement. Individuals who are unable to wear a mask for medical reasons are also exempt. Wearing face masks is also compulsory when attending demonstrations. Swiss cantons may impose further restrictions and you should check cantonal websites before travelling. All shops, restaurants, markets, museums and libraries are now able to reopen with social distancing measures in place. Restaurants are able to accommodate groups of more than four people. Events of up to 1000 people are permitted. Swiss cantons may impose further restrictions and you should check cantonal websites before travelling.Further information is available from the Federal Office of Public Health in Switzerland [https://www.bag.admin.ch/bag/en/home/krankheiten/ausbrueche-epidemien-pandemien/aktuelle-ausbrueche-epidemien/novel-cov.html#187206584]
",20200715,"From 6 July, travellers entering Switzerland from certain countries or regions will have to go into quarantine for 10 days (e.g. Sweden). The Federal Office of Public Health keeps a list of countries concerned, which is updated regularly (available in German, French and Italian). Please see here: https://www.bag.admin.ch/bag/en/home.html Travellers affected willl be notified during the flight, on board coaches and at border crossings. They will have to register with the cantonal authorities on arrival. Airline and travel companies will be instructed not to transport sick passengers.
For updated information, also see the State Secretariat for Migration (SEM) FAQs [https://www.sem.admin.ch/sem/en/home/aktuell/aktuell/faq-einreiseverweigerung.html].",COVID-19 negative certification not required / not known,109
Syrian Arab Republic,SYR,38.498069,35.017584,03.07.2020,"[WFP sources]
[UNHAS sources]","*****International restrictions:
Flights will reportedly resum from 10July 2020. UNHAS PAX Ops are being established. 
All land borders into Syria have been closed to passenger traffic. International and domestic commercial flights remain suspended. Trucks are allowed to enter and exit the territories of the Syrian Arab Republic after all preventive health measures have been taken at border crossings. Authorisation for diplomats, consular officials, and members of international organizations, missions and commissions may enter Syria after obtaining authorisation from relevant authorities and undergoing medical examinations. Syrians returning from abroad on government-organised repatriation flights are required to undergo 14-day quarantine at designated facilities.

*****Internal movement restrictions
In Assad-led government-controlled areas, a curfew is in place from 06.00 to 18.00 (all times local).  Businesses and markets are allowed to re-open, only working from 08.00 to15.00. Movement between provinces in government held areas prohibited. The Kurdish-led Autonomous Administration in northeast Syria has imposed a curfew and restricted movement with the exceptions for hospitals, public clinics, pharmacies, sterilization teams, cleaners, bakeries, food stores, vehicles for transporting food and infant formula, fuel tankers, and international organisations such as the International Committee of the Red Cross (ICRC) and the Kurdish Red Crescent (KRC). Those who violate curfew will be fined and their vehicles will be impounded.",20200703,"Syrians returning from abroad on government-organised repatriation flights are required to undergo 14-day quarantine at designated facilities.
WFP staff coming from Beirut should do the PCR test upon arrival and wait 8 hours for the results, before transiting to Damascus. Upon arrival in Damascus and will stay for 5 days in Yaafour for self quarantine before being accommodated in FSH. ",COVID-19 negative certification not required / not known,110
Tadjikistan,TJK,69.294998,38.430697,09.07.2020,"[https://www.gov.uk/foreign-travel-advice/tajikistan]
[https://tj.usembassy.gov/covid-19-information/]
[https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening]","*****International Restrictions:
Commercial flights to and from Tajikistan remain very limited. The Tajik civil aviation authority announced the temporary suspension of all flights to and from Tajikistan from 20 March. Land border crossings between Tajikistan and Uzbekistan, Kyrgyzstan, China and Afghanistan are closed to travellers. A small number of border points with Uzbekistan and Kyrgyzstan are open for cargo only. Travellers arriving in Tajikistan will be screened on arrival. Travellers entering Tajikistan are currently being confined in state facilities for 14 days upon arrival; this may be subject to change. Travellers will be screened by having their temperature taken and assessed for other COVID-19 symptoms on departure from Tajikistan.

*****Internal Restrictions:
You should monitor updates by the Tajikistan Government and should comply with any restrictions, health or screening measures introduced by the authorities. There are no local restrictions or localised lockdowns in place, however you must wear a face covering in public spaces, including in vehicles. Breaches of regulations can result in fines or eventually imprisonment. Accommodation (hotels and private rentals, for example) are open. Some hotels in Dushanbe remain closed due to low demand. Public places and services in Tajikistan were allowed to re-open in mid-June. Local regulations, including wearing of face masks, should be observed at all times.",20200709,Travellers entering Tajikistan are currently being confined in state facilities for 14 days upon arrival; this may be subject to change.,COVID-19 negative certification not required / not known,111
Taiwan,TWN,120.969668,23.750541,13.07.2020,"[https://www.gov.uk/foreign-travel-advice/taiwan]
[https://www.ait.org.tw/covid-19-information/]
[https://www.osac.gov/Content/Browse/Report?subContentTypes=Alerts%2CTravel%20Advisories]","*****International Restrictions:
Foreign nationals entering Taiwan must provide a negative COVID-19 test report completed within three working days prior to boarding their entry flight. The type of test required is a RT-PCR test. The certificate with the test result should be in English. You should confirm that the test you intend to take, and the certificate you will receive, meets the requirements set by the authorities in Taiwan. If you already hold a valid Alien Resident Certificate (ARC) or Alien Permanent Resident Certificate (APRC), you do not require a visa to enter Taiwan. The requirement to provide a negative COVID-19 test report does not apply to returning ARC and APRC holders. For more information, you should visit the website of the Taiwan Centers for Disease Control (CDC) [https://www.cdc.gov.tw/En]. If you are in Taiwan you can also contact the ‘Information For Foreigners In Taiwan’ helpline on 0800-024-111. 
All airline passengers entering Taiwan are required to fill in a health declaration which includes travel history for the preceding 14 days. On arrival in Taiwan you are legally required to self-isolate for 14 days. Local authorities monitor those self-isolating, and there are financial penalties for anyone breaching the law. In addition to completing a health declaration on arrival, you may be asked to install a local SIM card if you do not already have one. Mobile phone location monitoring will be used as part of the quarantine management process by local authorities. You will be required to provide temperature and health status updates to local authorities during self-isolation. Travellers from countries and territories that are designated as low risk by the local authorities may be permitted to self-isolate for a period less than 14 days. You should check the current regulations before you travel with the Taipei Representative Office (TRO) in the country you plan to travel from. Travellers from the United Kingdom are required to complete the 14-day quarantine period.
New rules allowing transits are in place. Foreign passengers, including people from Hong Kong and Macau, are allowed to transit through Taoyuan International Airport. Holders of People’s Republic of China (PRC) passports are not be permitted to transit in Taiwan. Those transiting will need to board connecting flights of the same airline company they fly in on. Transits must last less than 8 hours. Transit passengers, who need to wait for more than one hour, will remain separate from other passengers and stay in a separate area. Rules and procedures may change at short notice. Not all airlines are permitted to transit through Taiwan.

*****Internal restrictions: 
There are no domestic travel restrictions in Taiwan. On arrival in Taiwan, you will be required to take an allocated taxi to your self-isolation destination. Taxis and public transport systems are operating normally in Taiwan. The wearing of face masks is mandatory on all public transport. If you use public transport and are not wearing a face mask, you may be fined up to NT$15,000. Be aware that some taxi drivers may refuse to take a passenger who is not wearing a face mask. Only a limited number of designated quarantine hotels may host self-isolating travellers. If you are planning to stay in a hotel to complete the self-isolation period, you should confirm that a room is available and that it meets your requirements prior to travelling. Due to an increased number of travellers now entering Taiwan, demand for the limited number of hotels permitted to host self-isolating travellers has increased, and you may find it difficult to find accommodation at short notice. For a list of designated quarantine hotels in Taipei, please visit Taipei City Government’s FAQ page [https://english.gov.taipei/News_Content.aspx?n=A0EDC3930FBE7EFC&sms=5B794C46F3CDE718&s=6CBBBD4737D9391D]. If you are planning to stay in a hotel outside of Taipei, you may need to contact the local authority in that area prior to booking or making final arrangements. For more information and contact details, please visit the Taiwan Tourism Bureau’s ‘Taiwan Stay’ website. [https://taiwan.taiwanstay.net.tw/covhotel/]. If you have access to private accommodation in Taiwan, you may choose to self-isolate there rather than in a hotel. You should confirm that you will be permitted to self-isolate in your preferred accommodation before travelling.
Face masks must be worn on public transportation. There is no general requirement to wear a face mask in public. Some shops and locations may restrict entry to those wearing face masks. Temperature checks are in operation in many locations.",20200713,"Any traveler arriving from outside Taiwan and granted entry are subject to a 14-day home quarantine. Local officials will call the individual under home quarantine every day during the 14-day period to ask about the individual’s health status and will record the information on a Health Status Record form. In addition to completing a health declaration on arrival, you may be asked to install a local SIM card if you do not already have one. Mobile phone location monitoring will be used as part of the quarantine management process by local authorities. You will be required to provide temperature and health status updates to local authorities during self-isolation.",COVID-19 negative certification required for entering the country. The type of test required is a RT-PCR test. The certificate with the test result should be in English.,112
Thailand,THA,101.020295,15.130893,04.07.2020,"[https://th.usembassy.gov/covid-19-information/]
[https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening]
[https://www.gov.uk/foreign-travel-advice/thailand]","China's civil aviation authorities temporarily suspend two Thailand flights after COVID-19 cases (Xinhau, 15.07.2020). Authorities suspend all inbound flights after Egyptian with COVID-19 virus breaks quarantine. (Inquirer News, 14.07.2020). The authorities order tightning land borders after concerns possible 2nd wave of infections (Reuters, 13.07.2020) State of emergency extended until 31 July (Asia Review, 30.06.2020)
This does not apply to state or military aircraft, emergency landing, technical landing without disembarkation, humanitarian medical or relief flights, repatriation flights (commercial or government) and cargo flights. All flight permits granted for this period will be cancelled. 

*****International Restrictions: 
At present foreign nationals are only permitted to enter Thailand if they meet one of the following criteria: If you are on a diplomatic or consular mission, belong to an International Organisation, a representative of governments performing their duties in Thailand, or have permission from the Ministry of Foreign Affairs. This includes families. You must have a fit-to-fly health certificate, a medical certificate indicating that you have tested negative for COVID-19 (RT-PCR test) within 72 hours before your departure, either (a) a certificate from your parent agency/authority confirming that it will cover all medical expenses OR (b) proof of health insurance covering all medical expenditure, including for COVID-19, and a Certificate of Entry issued by the Ministry of Foreign Affairs. If suspected of carrying COVID-19, you may be denied entry into the country.
a) if you hold a work permit or have already been granted permission from the Thai government to work in Thailand or b) if you have permanent residence in Thailand. This includes families. If you fall into one of these two categories and have an urgent need to travel, you should contact the Royal Thai Embassy or Royal Thai Consulate in your country of departure to explain your circumstances at least 10 working days before your proposed date of travel. You will need a Certificate of Entry issued by the Royal Thai Embassy or the Royal Thai Consulate-General in your country of departure, a fit-to-fly health certificate, a medical certificate indicating that you have tested negative for COVID-19 (RT-PCR test) within 72 hours of travelling, proof of health insurance covering all medical expenditure, including for COVID-19, up to USD 100,000 minimum while in Thailand, and written confirmation that the quarantine facilities you intend to use on arrival in Thailand comply with official rules. When you get to Thailand, you will be subject to a 14-day state quarantine at a Thai government-designated facility at your own expense. If suspected of carrying COVID-19, you may be denied entry into the country
If you have been exempted by the Prime Minister or Permanent Secretary of Ministry of Foreign Affairs, under certain conditions and for a prescribed time period; If you are a pilot-in-command and crew members – with a fixed travel schedule; if you are a carrier of necessary cargoes. You must leave the country immediately after your mission is completed; If you are the spouse, child or parent of a Thai national; If you are seeking medical treatment in Thailand (except treatment for COVID-19), or are caring for someone seeking medical treatment in Thailand. 


*****Internal restrictions: 
An emergency decree is currently in place until 31 July 2020. 
Domestic air travel options within Thailand are opening up but remain more limited than before. If you intend to leave Thailand and need to take a domestic flight to reach your international airport, you should check with your provider and plan accordingly. Bus, train and boat routes are opening up but may be subject to restrictions. Make sure that you can get to your international departure airport. Provincial authorities may enforce measures which are stricter or different to those in other areas, including closing borders or imposing internal travel restrictions. If you are taking an internal flight in Thailand, you may be asked to download an app or complete additional travel documentation. Some regional airports are temporarily closed – you should double-check before travelling. There may be road checkpoints in place across Thailand so you should carry a passport as proof of identification when in public. An emergency decree is currently in place until 31 July 2020. A number of measures have been outlined stating, among other instructions, that you must not: enter high risk areas; hoard essential goods; attend public gatherings; propagate false information.
Further measures may be introduced at any time. You should follow the advice of the Thai authorities. Keep up to date with the latest health advice provided by Thailand’s Ministry of Public Health [https://ddc.moph.go.th/viralpneumonia/eng/index.php] and updates from the Thai government [https://thailand.prd.go.th/main.php?filename=index] on the situation.
A phased lifting of lockdown measures across Thailand is underway. Details of the measures may differ between different provinces. Measures may also change or even be reimposed at short notice in response to COVID-19 conditions. Provincial authorities may enforce measures which are stricter or different to those in other areas, including closing hotels and beaches. Check the details for the province where you are. Relevant penalties for breaches of regulations. Everyone should comply with the measures put in place in Thailand to limit the spread of coronavirus (COVID-19). There have been several cases of foreign nationals being arrested and fined or sentenced to jail for breaching restrictions.
The Thai Department of Disease Control linked the smoking of cigarettes to the impact of coronavirus. Smoking in public is banned and can result in a fine of up to 5,000 Baht. Electronic cigarettes are already illegal in Thailand and their use may incur further fines or imprisonment.

",20200704,"When you get to Thailand, you will be subject to a 14-day quarantine in hospital at your own expense. If suspected of carrying COVID-19, you may be denied entry into the country. If you come to the attention of Thai health authorities with fever and flu-like symptoms, and have traveled internationally or had close contact with a known COVID-19 case within the past 14 days, you will be placed in isolation and required to undergo testing which can take up to 48 hours.  If you are found to be positive, you will be hospitalized until symptoms resolve and you have two negative tests separated by 24 hours.
You will need a Certificate of Entry issued by the Royal Thai Embassy or the Royal Thai Consulate-General in your country of departure, a fit-to-fly health certificate , a medical certificate indicating that you have tested negative for COVID-19 (RT-PCR test) within 72 hours before your departure, proof of health insurance covering all medical expenditure, including for COVID-19, up to USD 100,000 minimum while in Thailand, written confirmation from your hospital in your country of departure stating the need for your medical treatment, and written confirmation that your destination hospital will admit you for quarantine and treatment, and that their quarantine facilities comply with official rules.
","COVID-19 negative certification required for entering the country. A medical certificate indicating that you have tested negative for COVID-19 (RT-PCR test) within 72 hours before your departure.
If you are an international student or the parent/guardian of an international student. You will need a Certificate of Entry issued by the Royal Thai Embassy or the Royal Thai Consulate-General in your country of departure, a fit-to-fly health certificate , a medical certificate indicating that you have tested negative for COVID-19 (RT-PCR test) within 72 hours before your departure, proof of health insurance covering all medical expenditure, including for COVID-19, up to USD 100,000 minimum while in Thailand, and written confirmation that the quarantine facilities you intend to use on arrival in Thailand comply with official rules. When you get to Thailand, you will be subject to 14-day quarantine at your own expense, and you will be tested twice for COVID-19 during this time. If suspected of carrying COVID-19, you may be denied entry into the country
If you hold a Foreigners work permit (WP3) and/or BOI certificate you should contact your local Royal Thai Embassy or consulate for a permit to travel to Thailand. The Civil Aviation Authority of Thailand (CAAT) will arrange seats aboard repatriation flights for eligible passengers.
You should keep up to date with the latest information on the websites of the Civil Aviation Authority of Thailand, and the Ministry of Public Health.",113
